,imb_id,rank,addr_code_x,imb_code_x,code_techno,classe_debit_montant,classe_debit_descendant,imb_longitude,imb_latitude,imb_code_y,imb_code_insee,imb_nbr_logloc,imb_source,imb_type,addr_code_y,imb_num,addr_numero,addr_rep,addr_nom_voie,addr_nom_ld,addr_code_insee,addr_nom_commune,addr_id_fantoir,addr_source,debit_Mbits
5241264,24557048,7.0,38185_5160_00028,54b530,COAX,THD30,THD1G,638729.8617231804,5652852.999894528,54b530,38185,0,ban,,38185_5160_00028,,28.0,,Rue de Mortillet,,38185,Grenoble,38185_5160,ban,1000.0
5241265,24557049,7.0,38185_5200_00001_e,54b530,COAX,THD30,THD1G,639171.2329528762,5649898.242467655,54b530,38185,0,ban,,38185_5200_00001_e,,1.0,e,Rue Moyrand,,38185,Grenoble,38185_5200,ban,1000.0
5241266,24557050,7.0,38185_5290_00019,54b530,COAX,THD30,THD1G,636288.0166401146,5650817.855527562,54b530,38185,1,ban,,38185_5290_00019,,19.0,,Rue Nicolas Chorier,,38185,Grenoble,38185_5290,ban,1000.0
5241267,24557051,7.0,38185_5610_00008,54b530,COAX,THD30,THD1G,638874.3055623478,5649698.006700007,54b530,38185,0,ban,,38185_5610_00008,,8.0,,Chemin Vieux Dit Perrin,,38185,Grenoble,38185_5610,ban,1000.0
5241268,24557052,7.0,38185_5694_00010_bis,54b530,COAX,THD30,THD1G,636208.4079122399,5650154.672732816,54b530,38185,0,ban,,38185_5694_00010_bis,,10.0,bis,Rue Pierre Dupont,,38185,Grenoble,38185_5694,ban,1000.0
5241269,24557053,7.0,38185_5870_00002,54b530,COAX,THD30,THD1G,636424.5704437067,5651224.391622477,54b530,38185,9,ban,,38185_5870_00002,,2.0,,Rue des 400 Couverts,,38185,Grenoble,38185_5870,ban,1000.0
5241270,24557054,7.0,38185_5950_00021,54b530,COAX,THD30,THD1G,635542.442346329,5651451.909208991,54b530,38185,0,ban,,38185_5950_00021,,21.0,,Rue René Thomas,,38185,Grenoble,38185_5950,ban,1000.0
5241271,24557055,4.0,38185_6220_00004,54b530,CU,HD3,BHD8,637686.7814589627,5650982.903772286,54b530,38185,0,ban,,38185_6220_00004,,4.0,,Rue Saint Joseph,,38185,Grenoble,38185_6220,ban,15.5
5241273,24557056,7.0,38185_6220_00012,54b530,COAX,THD30,THD1G,637687.2613558737,5650962.253410334,54b530,38185,2,ban,,38185_6220_00012,,12.0,,Rue Saint Joseph,,38185,Grenoble,38185_6220,ban,1000.0
5241274,24557057,4.0,38185_6370_00078_bis,54b530,CU,HD05,BHD8,636241.973666155,5649076.4626388345,54b530,38185,0,ban,,38185_6370_00078_bis,,78.0,bis,Rue Sidi-brahim,,38185,Grenoble,38185_6370,ban,15.5
5241276,24557058,4.0,38185_6450_00016,54b530,SAT,HD3,BHD8,638995.8039782001,5649332.387164688,54b530,38185,108,ban,,38185_6450_00016,,16.0,,Rue de la Station Ponsard,,38185,Grenoble,38185_6450,ban,15.5
5241277,24557059,7.0,38185_6520_00003,54b530,COAX,THD30,THD1G,639637.2232236597,5649724.053938557,54b530,38185,4,ban,,38185_6520_00003,,3.0,,Rue Suzanne Buisson,,38185,Grenoble,38185_6520,ban,1000.0
5241278,24557060,7.0,38185_6760_00005,54b530,COAX,THD30,THD1G,637656.7081010346,5651153.998877232,54b530,38185,0,ban,,38185_6760_00005,,5.0,,Place Vaucanson,,38185,Grenoble,38185_6760,ban,1000.0
5241279,24557061,5.0,38185_6855_00013,54b530,CU,HD3,THD30,634984.1857328773,5650579.6018820135,54b530,38185,27,ban,,38185_6855_00013,,13.0,,Rue Victor Lastella,,38185,Grenoble,38185_6855,ban,60.0
5241280,24557062,4.0,38185_6910_00002,54b530,CU,HD05,BHD8,636461.8268282532,5650602.677361928,54b530,38185,0,ban,,38185_6910_00002,,2.0,,Avenue de Vizille,,38185,Grenoble,38185_6910,ban,15.5
5242248,24566037,4.0,38185_0050_00007,54b530,CU,HD05,BHD8,635983.0725353849,5651438.1467652,54b530,38185,0,ban,,38185_0050_00007,,7.0,,Rue Abbé Grégoire,,38185,Grenoble,38185_0050,ban,15.5
5242250,24566038,7.0,38185_0185_00008_bis,54b530,COAX,THD30,THD1G,639088.8930054896,5649645.713750056,54b530,38185,0,ban,,38185_0185_00008_bis,,8.0,bis,Rue Albert Recoura,,38185,Grenoble,38185_0185,ban,1000.0
5242251,24566039,5.0,38185_0210_00015,54b530,CU,HD3,THD30,638088.0054799594,5650167.145200833,54b530,38185,1,ban,,38185_0210_00015,,15.0,,Avenue Albert 1er de Belgique,,38185,Grenoble,38185_0210,ban,60.0
5242252,24566040,7.0,38185_0220_00072_bis,54b530,COAX,THD30,THD1G,635716.6584619525,5650825.466665909,54b530,38185,0,ban,,38185_0220_00072_bis,,72.0,bis,Rue d'Alembert,,38185,Grenoble,38185_0220,ban,1000.0
5242253,24566041,7.0,38185_0220_00073_bis,54b530,COAX,THD30,THD1G,635740.6629131458,5650584.159051948,54b530,38185,1,ban,,38185_0220_00073_bis,,73.0,bis,Rue d'Alembert,,38185,Grenoble,38185_0220,ban,1000.0
5242254,24566042,6.0,38185_0270_00021,54b530,COAX,HD3,THD100,637788.7279341532,5647450.276065555,54b530,38185,0,ban,,38185_0270_00021,,21.0,,Rue Alfred de Musset,,38185,Grenoble,38185_0270,ban,550.0
5242255,24566043,4.0,38185_0310_00024,54b530,CU,HD05,BHD8,638108.0180628591,5652881.024305455,54b530,38185,2,ban,,38185_0310_00024,,24.0,,Quai des Allobroges,,38185,Grenoble,38185_0310,ban,15.5
5242257,24566044,7.0,38185_0380_00052,54b530,COAX,THD30,THD1G,636318.4749409934,5651514.092714303,54b530,38185,91,ban,,38185_0380_00052,,52.0,,Avenue Alsace Lorraine,,38185,Grenoble,38185_0380,ban,1000.0
5242258,24566045,4.0,38185_0380_00061,54b530,CU,HD05,BHD8,636328.1013679946,5651458.971383719,54b530,38185,0,ban,,38185_0380_00061,,61.0,,Avenue Alsace Lorraine,,38185,Grenoble,38185_0380,ban,15.5
5242260,24566046,4.0,38185_0380_00063,54b530,CU,HD05,BHD8,636314.8137184336,5651464.410967215,54b530,38185,0,ban,,38185_0380_00063,,63.0,,Avenue Alsace Lorraine,,38185,Grenoble,38185_0380,ban,15.5
5242262,24566047,7.0,38185_0420_00021,54b530,COAX,THD30,THD1G,635191.8474244599,5650921.0876076855,54b530,38185,0,ban,,38185_0420_00021,,21.0,,Rue Ampère,,38185,Grenoble,38185_0420,ban,1000.0
5242263,24566048,4.0,38185_0430_00002_bis,54b530,CU,HD05,BHD8,636036.1359314224,5649042.307036712,54b530,38185,1,ban,,38185_0430_00002_bis,,2.0,bis,Rue Anatole France,,38185,Grenoble,38185_0430,ban,15.5
5242265,24566049,4.0,38185_0435_00011,54b530,CU,HD05,BHD8,636818.7976133701,5651278.361649188,54b530,38185,0,ban,,38185_0435_00011,,11.0,,Rue de l'Ancien Champ de Mars,,38185,Grenoble,38185_0435,ban,15.5
5242267,24566050,7.0,38185_0520_00009,54b530,COAX,THD30,THD1G,635874.7629183625,5651334.439617964,54b530,38185,0,ban,,38185_0520_00009,,9.0,,Rue Anthoard,,38185,Grenoble,38185_0520,ban,1000.0
5242268,24566051,7.0,38185_0610_00007,54b530,COAX,THD30,THD1G,639400.606992903,5650579.643289605,54b530,38185,0,ban,,38185_0610_00007,,7.0,,Chemin des Arts,,38185,Grenoble,38185_0610,ban,1000.0
5242269,24566052,7.0,38185_0700_00011,54b530,COAX,THD30,THD1G,639014.6628844051,5649758.568336996,54b530,38185,0,ban,,38185_0700_00011,,11.0,,Rue de la Bajatière,,38185,Grenoble,38185_0700,ban,1000.0
5242270,24566053,7.0,38185_0750_00010,54b530,COAX,THD30,THD1G,637052.9675079683,5650597.890010695,54b530,38185,0,ban,,38185_0750_00010,,10.0,,Rue Abbé Barral,,38185,Grenoble,38185_0750,ban,1000.0
5242271,24566054,7.0,38185_0827_00007,54b530,COAX,THD30,THD1G,636831.3655739406,5650816.867791855,54b530,38185,1,ban,,38185_0827_00007,,7.0,,Rue de Beauregard,,38185,Grenoble,38185_0827,ban,1000.0
5242272,24566055,7.0,38185_0950_00090,54b530,COAX,THD30,THD1G,636057.3961987561,5651242.046359069,54b530,38185,0,ban,,38185_0950_00090,,90.0,,Cours Berriat,,38185,Grenoble,38185_0950,ban,1000.0
5242273,24566056,7.0,38185_0950_00141,54b530,COAX,THD30,THD1G,635297.4546646542,5651263.959818483,54b530,38185,0,ban,,38185_0950_00141,,141.0,,Cours Berriat,,38185,Grenoble,38185_0950,ban,1000.0
5242274,24566057,4.0,38185_1090_00011,54b530,CU,HD05,BHD8,636771.296323672,5650296.013417026,54b530,38185,0,ban,,38185_1090_00011,,11.0,,Chemin du Bois d'Artas,,38185,Grenoble,38185_1090,ban,15.5
5242276,24566058,4.0,38185_1190_00006_bis,54b530,CU,HD05,BHD8,637463.5382417252,5651630.312719389,54b530,38185,20,ban,,38185_1190_00006_bis,,6.0,bis,Rue Bressieux,,38185,Grenoble,38185_1190,ban,15.5
5242278,24566059,4.0,38185_1190_00008,54b530,CU,HD05,BHD8,637466.173369055,5651598.912824879,54b530,38185,1,ban,,38185_1190_00008,,8.0,,Rue Bressieux,,38185,Grenoble,38185_1190,ban,15.5
5242280,24566060,4.0,38185_1230_00006,54b530,CU,HD05,BHD8,636531.0034044201,5650422.420686719,54b530,38185,1,ban,,38185_1230_00006,,6.0,,Rue Camille Desmoulins,,38185,Grenoble,38185_1230,ban,15.5
5242282,24566061,4.0,38185_1350_00001_bis,54b530,CU,HD05,BHD8,637065.3896899204,5650796.675494081,54b530,38185,0,ban,,38185_1350_00001_bis,,1.0,bis,Place Championnet,,38185,Grenoble,38185_1350,ban,15.5
5242284,24566062,7.0,38185_1450_00012,54b530,COAX,THD30,THD1G,636117.9287367874,5650075.980104329,54b530,38185,10,ban,,38185_1450_00012,,12.0,,Rue Charles Lory,,38185,Grenoble,38185_1450,ban,1000.0
5242285,24566063,4.0,38185_1470_00010,54b530,CU,HD05,BHD8,636046.0922089976,5649748.360472136,54b530,38185,0,ban,,38185_1470_00010,,10.0,,Rue Charles Péguy,,38185,Grenoble,38185_1470,ban,15.5
5242287,24566064,7.0,38185_1630_00038_bis,54b530,COAX,THD30,THD1G,639422.5510849016,5650189.706395984,54b530,38185,1,ban,,38185_1630_00038_bis,,38.0,bis,Rue Claude Genin,,38185,Grenoble,38185_1630,ban,1000.0
5242288,24566065,5.0,38185_1635_00013,54b530,CU,HD3,THD30,637167.4280823943,5647168.121790352,54b530,38185,0,ban,,38185_1635_00013,,13.0,,Rue Claude Kogan,,38185,Grenoble,38185_1635,ban,60.0
5242289,24566066,4.0,38185_1705_00003_ter,54b530,CU,HD05,BHD8,637164.0091232455,5651430.780942439,54b530,38185,0,ban,,38185_1705_00003_ter,,3.0,ter,Rue Clot Bey,,38185,Grenoble,38185_1705,ban,15.5
5242291,24566067,4.0,38185_1860_00003,54b530,CU,HD05,BHD8,639508.2680454506,5649833.844036707,54b530,38185,0,ban,,38185_1860_00003,,3.0,,Rue Condé,,38185,Grenoble,38185_1860,ban,15.5
5242293,24566068,7.0,38185_1990_00016,54b530,COAX,THD30,THD1G,635614.1164817464,5650537.293254203,54b530,38185,0,ban,,38185_1990_00016,,16.0,,Rue Daguerre et Niepce,,38185,Grenoble,38185_1990,ban,1000.0
5242294,24566069,4.0,38185_1sipm7_00019,54b530,SAT,HD3,BHD8,637591.928845011,5648079.445926039,54b530,38185,23,ban,,38185_1sipm7_00019,,19.0,,Rue Leconte de Lisle,,38185,Grenoble,,ban,15.5
5242295,24566070,4.0,38185_2077_00011,54b530,CU,HD05,BHD8,637645.6959578547,5648002.186657613,54b530,38185,0,ban,,38185_2077_00011,,11.0,,Rue des Destinées,,38185,Grenoble,38185_2077,ban,15.5
5242297,24566071,5.0,38185_2260_00072,54b530,CU,HD3,THD30,635273.4006571337,5650429.497373545,54b530,38185,0,ban,,38185_2260_00072,,72.0,,Rue du Drac,,38185,Grenoble,38185_2260,ban,60.0
5242298,24566072,4.0,38185_2320_00006,54b530,CU,HD05,BHD8,636965.7473709722,5649912.937977122,54b530,38185,0,ban,,38185_2320_00006,,6.0,,Rue Duployé,,38185,Grenoble,38185_2320,ban,15.5
5242300,24566073,4.0,38185_2370_00010,54b530,SAT,HD3,BHD8,636040.1396408795,5652387.558471546,54b530,38185,0,ban,,38185_2370_00010,,10.0,,Rue de l'École,,38185,Grenoble,38185_2370,ban,15.5
5242301,24566074,4.0,38185_2405_00079,54b530,CU,HD05,BHD8,636608.3569305354,5646740.126834146,54b530,38185,0,ban,,38185_2405_00079,,79.0,,Avenue Edmond Esmonin,,38185,Grenoble,38185_2405,ban,15.5
5242303,24566075,6.0,38185_2450_00002,54b530,COAX,HD3,THD100,638506.3148745189,5649421.273356527,54b530,38185,0,ban,,38185_2450_00002,,2.0,,Chemin de l'Église,,38185,Grenoble,38185_2450,ban,550.0
5242304,24566076,7.0,38185_2530_00044_bis,54b530,COAX,THD30,THD1G,636114.1864966112,5652110.324269873,54b530,38185,0,ban,,38185_2530_00044_bis,,44.0,bis,Rue Émile Gueymard,,38185,Grenoble,38185_2530,ban,1000.0
5242305,24566077,7.0,38185_2660_00002,54b530,COAX,THD30,THD1G,638471.9389246551,5652972.992218602,54b530,38185,0,ban,,38185_2660_00002,,2.0,,Rue Eugène Duprey,,38185,Grenoble,38185_2660,ban,1000.0
5242306,24566078,7.0,38185_2680_00004,54b530,COAX,THD30,THD1G,637574.201290671,5648602.152060748,54b530,38185,0,ban,,38185_2680_00004,,4.0,,Rue Eugène Sue,,38185,Grenoble,38185_2680,ban,1000.0
5242307,24566079,6.0,38185_2770_00004,54b530,COAX,HD3,THD100,639071.6601670193,5647949.06386751,54b530,38185,1,ban,,38185_2770_00004,,4.0,,Avenue Fénelon,,38185,Grenoble,38185_2770,ban,550.0
5242308,24566080,7.0,38185_2830_00004_bis,54b530,COAX,THD30,THD1G,638734.268002828,5653080.581035058,54b530,38185,0,ban,,38185_2830_00004_bis,,4.0,bis,Rue des Fleurs,,38185,Grenoble,38185_2830,ban,1000.0
5242309,24566081,4.0,38185_2950_00006,54b530,CU,HD05,BHD8,636039.1927458167,5651569.270079968,54b530,38185,0,ban,,38185_2950_00006,,6.0,,Rue de la Frise,,38185,Grenoble,38185_2950,ban,15.5
5242311,24566082,4.0,38185_3120_00087_bis,54b530,CU,HD05,BHD8,635926.3151935828,5647107.171090016,54b530,38185,1,ban,,38185_3120_00087_bis,,87.0,bis,Rue Général Mangin,,38185,Grenoble,38185_3120,ban,15.5
5242313,24566083,4.0,38185_3150_00005,54b530,CU,HD05,BHD8,638345.8942746248,5646863.387684241,54b530,38185,0,ban,,38185_3150_00005,,5.0,,Allée des Genêts,,38185,Grenoble,38185_3150,ban,15.5
5242315,24566084,4.0,38185_3150_00006,54b530,CU,HD05,BHD8,638423.034552847,5646887.0197649,54b530,38185,0,ban,,38185_3150_00006,,6.0,,Allée des Genêts,,38185,Grenoble,38185_3150,ban,15.5
5242317,24566085,7.0,38185_3198_00007,54b530,COAX,THD30,THD1G,635078.4674616763,5650984.041312541,54b530,38185,1,ban,,38185_3198_00007,,7.0,,Rue Georges Jacquet,,38185,Grenoble,38185_3198,ban,1000.0
5242318,24566086,4.0,38185_3325_00013,54b530,CU,HD3,BHD8,636610.3416509872,5647062.221995471,54b530,38185,0,ban,,38185_3325_00013,,13.0,,Avenue du Grand Serre,,38185,Grenoble,38185_3325,ban,15.5
5242320,24566087,7.0,38185_3505_00009_bis,54b530,COAX,THD30,THD1G,637312.1579994182,5649706.017968345,54b530,38185,0,ban,,38185_3505_00009_bis,,9.0,bis,Rue Henri Bergson,,38185,Grenoble,38185_3505,ban,1000.0
5242321,24566088,4.0,38185_3520_00002,54b530,CU,HD05,BHD8,635611.5661157827,5649086.818733864,54b530,38185,0,ban,,38185_3520_00002,,2.0,,Rue Henri Dunant,,38185,Grenoble,38185_3520,ban,15.5
5242323,24566089,4.0,38185_3665_00151,54b530,SAT,HD3,BHD8,638347.9522461478,5646342.036450669,54b530,38185,4,ban,,38185_3665_00151,,151.0,,Avenue d'Innsbruck,,38185,Grenoble,38185_3665,ban,15.5
5242324,24566090,4.0,38185_3665_00401,54b530,SAT,HD3,BHD8,638332.788874067,5646005.490327615,54b530,38185,2,ban,,38185_3665_00401,,401.0,,Avenue d'Innsbruck,,38185,Grenoble,38185_3665,ban,15.5
5242325,24566091,7.0,38185_3710_00001,54b530,COAX,THD30,THD1G,637203.7932314185,5649063.838889405,54b530,38185,0,ban,,38185_3710_00001,,1.0,,Rue Jacquard,,38185,Grenoble,38185_3710,ban,1000.0
5242326,24566092,7.0,38185_3770_00005_bis,54b530,COAX,THD30,THD1G,636730.7951850573,5650614.015008497,54b530,38185,0,ban,,38185_3770_00005_bis,,5.0,bis,Rue Jean Baptiste Pradel,,38185,Grenoble,38185_3770,ban,1000.0
5242327,24566093,4.0,38185_3780_00033_bis,54b530,SAT,HD3,BHD8,639032.7474997122,5649308.336120869,54b530,38185,0,ban,,38185_3780_00033_bis,,33.0,bis,Rue Jean Bart,,38185,Grenoble,38185_3780,ban,15.5
5242328,24566094,7.0,38185_3820_00010,54b530,COAX,THD30,THD1G,636720.7177166347,5651680.930154549,54b530,38185,1,ban,,38185_3820_00010,,10.0,,Cours Jean Jaurès,,38185,Grenoble,38185_3820,ban,1000.0
5242329,24566095,4.0,38185_3820_00089,54b530,CU,HD05,BHD8,636533.6332801562,5650525.492147622,54b530,38185,0,ban,,38185_3820_00089,,89.0,,Cours Jean Jaurès,,38185,Grenoble,38185_3820,ban,15.5
5242331,24566096,4.0,38185_3880_00078_ter,54b530,CU,HD05,BHD8,638686.7909224246,5649097.722862937,54b530,38185,4,ban,,38185_3880_00078_ter,,78.0,ter,Avenue Jean Perrot,,38185,Grenoble,38185_3880,ban,15.5
5242333,24566097,7.0,38185_4020_00015,54b530,COAX,THD30,THD1G,635613.8185036811,5650213.592008627,54b530,38185,0,ban,,38185_4020_00015,,15.0,,Rue Joya,,38185,Grenoble,38185_4020,ban,1000.0
5242334,24566098,4.0,38185_3880_00150,54b530,CU,HD05,BHD8,639151.8867499424,5647791.212979668,54b530,38185,0,ban,,38185_3880_00150,,150.0,,Avenue Jean Perrot,,38185,Grenoble,38185_3880,ban,15.5
5242336,24566099,7.0,38185_3920_00017,54b530,COAX,THD30,THD1G,639333.8295241119,5650756.286675463,54b530,38185,0,ban,,38185_3920_00017,,17.0,,Avenue Jeanne d'Arc,,38185,Grenoble,38185_3920,ban,1000.0
5242337,24566100,4.0,38185_3920_00057_bis,54b530,CU,HD05,BHD8,639512.3524431087,5650301.117661403,54b530,38185,50,ban,,38185_3920_00057_bis,,57.0,bis,Avenue Jeanne d'Arc,,38185,Grenoble,38185_3920,ban,15.5
5242339,24566101,7.0,38185_3920_00077_a,54b530,COAX,THD30,THD1G,639591.2425113351,5650081.372407679,54b530,38185,0,ban,,38185_3920_00077_a,,77.0,a,Avenue Jeanne d'Arc,,38185,Grenoble,38185_3920,ban,1000.0
5242340,24566102,4.0,38185_3920_00084,54b530,CU,HD05,BHD8,639536.1510789787,5649825.756906829,54b530,38185,0,ban,,38185_3920_00084,,84.0,,Avenue Jeanne d'Arc,,38185,Grenoble,38185_3920,ban,15.5
5242342,24566103,4.0,38185_3960_00008_bis,54b530,CU,HD05,BHD8,636081.9046902127,5649378.624978023,54b530,38185,29,ban,,38185_3960_00008_bis,,8.0,bis,Rue Joseph Bouchayer,,38185,Grenoble,38185_3960,ban,15.5
5242344,24566104,7.0,38185_3960_00036_ter,54b530,COAX,THD30,THD1G,635720.4553258291,5649459.379704202,54b530,38185,28,ban,,38185_3960_00036_ter,,36.0,ter,Rue Joseph Bouchayer,,38185,Grenoble,38185_3960,ban,1000.0
5242345,24566105,4.0,38185_4085_00014,54b530,SAT,HD3,BHD8,639207.6175837087,5648823.498008203,54b530,38185,13,ban,,38185_4085_00014,,14.0,,Rue de Kaunas,,38185,Grenoble,38185_4085,ban,15.5
5242346,24566106,4.0,38185_4150_00006,54b530,CU,HD05,BHD8,638550.219056079,5653235.01505797,54b530,38185,0,ban,,38185_4150_00006,,6.0,,Rue Lachmann,,38185,Grenoble,38185_4150,ban,15.5
5242348,24566107,7.0,38185_4160_00003_ter,54b530,COAX,THD30,THD1G,637837.6400258358,5651798.788821744,54b530,38185,0,ban,,38185_4160_00003_ter,,3.0,ter,Rue Lafayette,,38185,Grenoble,38185_4160,ban,1000.0
5242349,24566108,4.0,38185_4240_00020,54b530,CU,HD05,BHD8,636906.7402308583,5649811.824084372,54b530,38185,0,ban,,38185_4240_00020,,20.0,,Rue le Brix,,38185,Grenoble,38185_4240,ban,15.5
5242351,24566109,6.0,38185_4260_00021,54b530,COAX,HD3,THD100,638654.1675255435,5648127.193348708,54b530,38185,0,ban,,38185_4260_00021,,21.0,,Rue le Nôtre,,38185,Grenoble,38185_4260,ban,550.0
5242352,24566110,4.0,38185_4290_00074,54b530,CU,HD05,BHD8,636491.8139405315,5647594.74829325,54b530,38185,0,ban,,38185_4290_00074,,74.0,,Avenue Léon Blum,,38185,Grenoble,38185_4290,ban,15.5
5242354,24566111,7.0,38185_4340_00053,54b530,COAX,THD30,THD1G,639231.3830118417,5649829.272113621,54b530,38185,0,ban,,38185_4340_00053,,53.0,,Rue Léon Jouhaux,,38185,Grenoble,38185_4340,ban,1000.0
5242355,24566112,4.0,38185_4350_00016,54b530,CU,HD05,BHD8,634866.8748114046,5651052.503678643,54b530,38185,0,ban,,38185_4350_00016,,16.0,,Rue Léon Sestier,,38185,Grenoble,38185_4350,ban,15.5
5242357,24566113,4.0,38185_4370_00030,54b530,CU,HD05,BHD8,637411.8957661465,5651005.240497766,54b530,38185,0,ban,,38185_4370_00030,,30.0,,Rue Lesdiguières,,38185,Grenoble,38185_4370,ban,15.5
5242359,24566114,4.0,38185_4526_00014,54b530,CU,HD05,BHD8,635962.6544586899,5651892.113519442,54b530,38185,0,ban,,38185_4526_00014,,14.0,,Avenue Doyen Louis Weil,,38185,Grenoble,38185_4526,ban,15.5
5242361,24566115,4.0,38185_4526_00017,54b530,CU,HD05,BHD8,635831.0042103052,5651847.553987867,54b530,38185,0,ban,,38185_4526_00017,,17.0,,Avenue Doyen Louis Weil,,38185,Grenoble,38185_4526,ban,15.5
5242363,24566116,7.0,38185_4530_00032,54b530,COAX,THD30,THD1G,635367.883815342,5648140.628042242,54b530,38185,0,ban,,38185_4530_00032,,32.0,,Rue Louise Michel,,38185,Grenoble,38185_4530,ban,1000.0
5242364,24566117,7.0,38185_4570_00005,54b530,COAX,THD30,THD1G,636621.5586506965,5652225.872661434,54b530,38185,0,ban,,38185_4570_00005,,5.0,,Route de Lyon,,38185,Grenoble,38185_4570,ban,1000.0
5242365,24566118,5.0,38185_4665_00004,54b530,CU,HD3,THD30,637141.1767506818,5647505.43521629,54b530,38185,0,ban,,38185_4665_00004,,4.0,,Rue des Maquis de l'Oisans,,38185,Grenoble,38185_4665,ban,60.0
5242366,24566119,4.0,38185_4700_00017_bis,54b530,CU,HD05,BHD8,636991.2552924496,5650436.387790419,54b530,38185,0,ban,,38185_4700_00017_bis,,17.0,bis,Rue Marceau,,38185,Grenoble,38185_4700,ban,15.5
5242368,24566120,4.0,38185_4740_00010,54b530,CU,HD05,BHD8,637710.0090226723,5649858.697564137,54b530,38185,0,ban,,38185_4740_00010,,10.0,,Rue Marcel Peretto,,38185,Grenoble,38185_4740,ban,15.5
5242370,24566121,6.0,38185_4740_00030,54b530,COAX,HD3,THD100,637887.7288682006,5649614.920876002,54b530,38185,0,ban,,38185_4740_00030,,30.0,,Rue Marcel Peretto,,38185,Grenoble,38185_4740,ban,550.0
5242371,24566122,5.0,38185_4830_00010,54b530,CU,HD3,THD30,637907.4038655147,5650753.261299878,54b530,38185,2,ban,,38185_4830_00010,,10.0,,Boulevard Maréchal Lyautey,,38185,Grenoble,38185_4830,ban,60.0
5242372,24566123,7.0,38185_4930_00024,54b530,COAX,THD30,THD1G,638783.7189860583,5649711.120077124,54b530,38185,1,ban,,38185_4930_00024,,24.0,,Rue Maurice Barrès,,38185,Grenoble,38185_4930,ban,1000.0
5242373,24566124,4.0,38185_4940_00012,54b530,CU,HD05,BHD8,635273.1224958976,5651498.1800597,54b530,38185,1,ban,,38185_4940_00012,,12.0,,Rue Mayen,,38185,Grenoble,38185_4940,ban,15.5
5242375,24566125,4.0,38185_4960_00023_bis,54b530,SAT,HD3,BHD8,636212.1697532275,5648672.030252511,54b530,38185,0,ban,,38185_4960_00023_bis,,23.0,bis,Chemin Meney,,38185,Grenoble,38185_4960,ban,15.5
5242376,24566126,4.0,38185_5050_00003,54b530,CU,HD05,BHD8,637399.5411545284,5651552.836151068,54b530,38185,0,ban,,38185_5050_00003,,3.0,,Rue de Miribel,,38185,Grenoble,38185_5050,ban,15.5
5242378,24566127,6.0,38185_5090_00040,54b530,COAX,HD3,THD100,638136.6685913,5649360.136877031,54b530,38185,0,ban,,38185_5090_00040,,40.0,,Rue Monge,,38185,Grenoble,38185_5090,ban,550.0
5242379,24566128,7.0,38185_5130_00026,54b530,COAX,THD30,THD1G,637533.3165521115,5649368.268409845,54b530,38185,1,ban,,38185_5130_00026,,26.0,,Rue Montesquieu,,38185,Grenoble,38185_5130,ban,1000.0
5242380,24566129,4.0,38185_5140_00012,54b530,CU,HD05,BHD8,637409.0272989322,5651725.416562063,54b530,38185,0,ban,,38185_5140_00012,,12.0,,Rue Montorge,,38185,Grenoble,38185_5140,ban,15.5
5242382,24566130,4.0,38185_5190_00010,54b530,CU,HD05,BHD8,637756.3945550092,5652281.2216167245,54b530,38185,0,ban,,38185_5190_00010,,10.0,,Quai Mounier,,38185,Grenoble,38185_5190,ban,15.5
5242384,24566131,4.0,38185_5200_00002_ter,54b530,CU,HD05,BHD8,639071.4325638869,5650009.857562343,54b530,38185,0,ban,,38185_5200_00002_ter,,2.0,ter,Rue Moyrand,,38185,Grenoble,38185_5200,ban,15.5
5242386,24566132,7.0,38185_5290_00084_bis,54b530,COAX,THD30,THD1G,635232.7003357732,5650332.005659529,54b530,38185,0,ban,,38185_5290_00084_bis,,84.0,bis,Rue Nicolas Chorier,,38185,Grenoble,38185_5290,ban,1000.0
5242387,24566133,4.0,38185_5300_00007,54b530,SAT,HD3,BHD8,635661.567578414,5653204.771934292,54b530,38185,0,ban,,38185_5300_00007,,7.0,,Rue de la Néva,,38185,Grenoble,38185_5300,ban,15.5
5242388,24566134,6.0,38185_5610_00028,54b530,COAX,HD3,THD100,638826.9761923074,5649352.493874138,54b530,38185,0,ban,,38185_5610_00028,,28.0,,Chemin Vieux Dit Perrin,,38185,Grenoble,38185_5610,ban,550.0
5242389,24566135,4.0,38185_5625_00001,54b530,CU,HD05,BHD8,637887.590003443,5647742.009013761,54b530,38185,0,ban,,38185_5625_00001,,1.0,,Rue des Peupliers,,38185,Grenoble,38185_5625,ban,15.5
5242391,24566136,4.0,38185_5690_00008_a,54b530,CU,HD05,BHD8,637889.6822439954,5651772.077725877,54b530,38185,0,ban,,38185_5690_00008_a,,8.0,a,Rue Pierre Duclot,,38185,Grenoble,38185_5690,ban,15.5
5242393,24566137,7.0,38185_5950_00051,54b530,COAX,THD30,THD1G,635268.5597025502,5651319.030050834,54b530,38185,0,ban,,38185_5950_00051,,51.0,,Rue René Thomas,,38185,Grenoble,38185_5950,ban,1000.0
5242394,24566138,4.0,38185_6039_00003,54b530,CU,HD05,BHD8,636021.9604272561,5651664.501239604,54b530,38185,1,ban,,38185_6039_00003,,3.0,,Place Robert Schuman,,38185,Grenoble,38185_6039,ban,15.5
